nconst,name,known_for_department,popularity,sex
nm0493305,Priscilla Lawson,Acting,1.052,male
nm0826873,Frederick Stephani,Writing,1.4,female
nm0853028,Ray Taylor,Directing,1.4,female
nm0713204,Alex Raymond,Writing,0.6,0
nm0642150,Ella O'Neill,Writing,1.3130000000000002,0
nm0687741,George H. Plympton,Writing,1.274,female
nm0384948,Harriet Nelson,Acting,1.96,male
nm0651661,Hubert Osborne,Writing,0.6,0
nm0513858,Lew Lipton,Writing,1.052,0
nm0005853,Joseph Ruttenberg,Camera,0.98,female
nm0008496,Walter Abel,Acting,2.682,female
nm0000077,Franz Waxman,Sound,1.4,female
nm0521300,Tilly Losch,Acting,1.214,male
nm0382562,Robert Hichens,Writing,1.22,0
nm0726704,Lynn Riggs,Writing,1.052,0
nm0848667,Akim Tamiroff,Acting,2.016,female
nm0644048,Clifford Odets,Writing,2.207,female
nm0095660,Charles G. Booth,Writing,1.052,0
nm0418205,Werner Janssen,Sound,0.6,female
nm0757119,Tatsuko Sakane,Editing,0.6,male
nm0945222,Isuzu Yamada,Acting,1.96,male
nm0880861,Yôko Umemura,Acting,0.6940000000000001,0
nm0793337,Benkei Shiganoya,Acting,0.98,0
nm0793879,Eitarô Shindô,Acting,1.96,female
nm0003226,Kenji Mizoguchi,Directing,2.008,female
nm0475520,Aleksandr Kuprin,Writing,0.84,0
nm0406808,Yoshikata Yoda,Writing,2.1919999999999997,female
nm0619211,Masaichi Nagata,Production,0.828,female
nm0586522,Minoru Miki,Camera,1.4,female
nm0602005,Victor Moore,Acting,1.4,female
nm0537363,Richard Maibaum,Writing,2.986,female
nm0354117,George Haight,Production,0.6,female
nm0400490,Carol Hughes,Acting,1.546,male
nm0035158,Michael Arlen,Writing,1.4,female
nm0604453,Ainsworth Morgan,Writing,0.6,0
nm0043081,Stephen Morehouse Avery,Writing,1.4,female
nm0533764,Douglas MacLean,Production,1.22,female
nm0121707,James Burke,Acting,1.4,female
nm0112395,Edward Brophy,Acting,2.031,female
nm0090007,John G. Blystone,Directing,1.052,female
nm0750822,Harry Ruskin,Writing,1.052,0
nm0707023,Luise Rainer,Acting,1.4,male
nm0570305,William Anthony McGuire,Writing,1.4,0
nm0002270,Rex Ingram,Acting,0.6940000000000001,female
nm0689318,Oscar Polk,Acting,0.6,female
nm0026655,"Eddie ""Rochester"" Anderson",Acting,1.05,female
nm0175091,Marc Connelly,Writing,0.98,female
nm1511282,Eiichi Hasegawa,Editing,0.6,0
nm0385443,Shinichi Himori,Acting,1.4,female
nm0370574,Masao Hayama,Acting,1.614,0
nm0411881,Senji Itô,Sound,0.84,0
nm0252475,Hasse Ekman,Writing,0.6,female
nm0000006,Ingrid Bergman,Acting,2.373,male
nm0252472,Gösta Ekman,Acting,2.2230000000000003,female
nm0862727,Inga Tidblad,Acting,1.092,0
nm0074698,Erik 'Bullen' Berglund,Acting,1.7080000000000002,female
nm0596410,Gustaf Molander,Directing,1.3940000000000001,female
nm0828436,Gösta Stevens,Writing,2.2680000000000002,0
nm0197146,Åke Dahlqvist,Camera,0.6940000000000001,female
nm0085021,Hugo Björne,Acting,1.5430000000000001,female
nm0377613,Anders Henrikson,Acting,1.6230000000000002,female
nm0732648,George Robinson,Camera,1.018,female
nm0601086,Daniel Moore,Writing,0.6,0
nm0782707,George B. Seitz,Directing,1.87,female
nm0178126,James Fenimore Cooper,Writing,0.6,female
nm0673585,Paul Perez,Writing,1.4,0
nm0838395,Wallace Sullivan,Writing,0.6,0
nm0182537,Dolores Costello,Acting,1.806,male
nm0122364,Frances Hodgson Burnett,Writing,1.219,0
nm0000061,Tyrone Power,Acting,3.2769999999999997,female
nm0454771,Henry King,Directing,1.286,female
nm0664251,Ernest Pascal,Writing,1.4,female
nm0448985,Curtis Kenyon,Writing,1.052,0
nm0167065,Harry Clork,Writing,1.4,0
nm0003110,Cesar Romero,Acting,2.046,female
nm0485943,Walter Lang,Directing,1.788,female
nm0049903,Faith Baldwin,Writing,0.728,0
nm0403391,Gladys Hurlbut,Acting,1.6230000000000002,male
nm0337588,Alan Green,Writing,0.6,0
nm0213164,R. E. Dearing,Editing,0.6,female
nm0496819,Anna Lee,Acting,1.4,male
nm0517058,John Loder,Acting,1.4,female
nm0148144,Frank Cellier,Acting,1.052,female
nm0829038,Robert Stevenson,Directing,1.819,female
nm0319148,Sidney Gilliat,Writing,1.4,female
nm0910498,Douglas Walton,Acting,1.176,female
nm0329574,Leslie Goodwins,Directing,0.938,female
nm0480829,Yolande Laffon,Acting,1.4,0
nm0514822,Anatole Litvak,Directing,1.4,female
nm0029370,Claude Anet,Writing,0.6,0
nm0450262,Joseph Kessel,Writing,0.84,female
nm0902121,Irma von Cube,Writing,0.652,male
nm0305087,Al Ernest Garcia,Acting,1.4,female
nm0002104,Paulette Goddard,Acting,2.503,male
nm0074788,Henry Bergman,Acting,2.086,female
nm0761866,Tiny Sandford,Acting,0.648,female
nm0003424,Hank Mann,Acting,1.705,female
nm0090008,Stanley Blystone,Acting,0.968,female
nm0241523,Douglass Dumbrille,Acting,1.048,female
nm0051628,George Bancroft,Acting,1.435,female
nm0005898,Ted Tetzlaff,Camera,1.052,female
nm0368719,Eric Hatch,Writing,1.4,0
nm0847066,Kôichi Takagi,Directing,1.4,0
nm0645825,Chiyoko Ôkura,Acting,0.6,0
nm0038320,Shinpachirô Asaka,Acting,0.618,0
nm0297884,Tadashi Fujiwara	,Writing,0.6,0
nm0645432,Saburo Okada,Writing,0.6,0
nm0422382,Jack Jevne,Writing,0.995,female
nm0866010,Sidney Toler,Acting,1.4,female
nm0414669,W.W. Jacobs,Writing,0.6,female
nm0216263,Charles Delaney,Acting,1.396,0
nm0418363,Lois January,Acting,1.008,male
nm0535006,Noel Madison,Acting,3.6039999999999996,female
nm0111355,Sheila Bromley,Acting,2.6210000000000004,male
nm0072916,Dean Benton,Acting,0.997,0
nm0640248,William A. O'Connor,Directing,1.4,0
nm0448883,Willis Kent,Production,0.652,0
nm0005728,Jack Greenhalgh,Camera,0.6,female
nm0865179,Holbrook N. Todd,Editing,0.6,female
nm0512264,Lois Lindsay,Acting,0.6,male
nm0685876,Robert Pittack,Camera,0.6,female
nm0271515,Edith Fellows,Acting,1.4,male
nm0001918,Louis Armstrong,Acting,2.2680000000000002,female
nm0601443,Katherine Leslie Moore,Writing,0.6,0
nm0710299,William Rankin,Writing,1.4,female
nm0169355,Emanuel Cohen,Production,0.6,female
nm0177960,Courtney Ryley Cooper,Writing,0.6,0
nm0255199,James Ellison,Acting,1.9980000000000002,female
nm0269647,Alice Faye,Acting,1.655,male
nm0355095,Jack Haley,Acting,1.208,female
nm0309557,Eleanor Gates,Writing,0.6,0
nm0234692,Catherine Doucet,Acting,1.4,male
nm0888144,Virginia Van Upp,Writing,0.6940000000000001,male
nm0232704,Dorothy Donnelly,Writing,0.6,male
nm0319257,Claude Gillingwater,Acting,1.193,female
nm0615005,Jack Murray,Editing,1.4,female
nm0492775,Gertrude Lawrence,Acting,0.98,male
nm0152361,Edward Chapman,Acting,1.5819999999999999,female
nm0958454,Carl Zuckmayer,Writing,0.0,female
nm0372148,June Head,Writing,0.6,0
nm0081841,Douglass Biggs	,Editing,0.6,0
nm0831838,Dorothy Stone,Acting,0.6,0
nm0415591,Dean Jagger,Acting,2.19,female
nm0195460,Roy D'Arcy,Acting,0.884,female
nm0634386,Robert Noland,Acting,0.6,0
nm0516121,Rollo Lloyd,Acting,0.728,female
nm0347589,Sacha Guitry,Directing,1.4,female
nm0096005,Adolphe Borchard,Sound,0.6,0
nm6407986,Marcel Lucien,Camera,0.6,female
nm0761304,Serge Sandberg,Production,0.6,0
nm0097493,Myriam Borsoutsky,Editing,0.6,0
nm0427452,Allan Jones,Acting,1.4,female
nm0002316,Alice D.G. Miller,Writing,0.6,0
nm0256532,E. V. H. Emmett,Acting,0.6,0
nm0393028,Oskar Homolka,Acting,1.4,female
nm0856469,Desmond Tester,Acting,1.4,female
nm0175676,Joseph Conrad,Writing,1.4,female
nm0801026,Helen Simpson,Writing,0.652,0
nm0871546,Arthur Treacher,Acting,1.4,female
nm0522848,Warren Low,Editing,0.6,female
nm0489679,Jesse Lasky Jr.,Writing,1.4,female
nm0000024,John Gielgud,Acting,2.023,female
nm0228776,Campbell Dixon,Writing,0.6,0
nm0005796,John J. Mescall,Camera,0.6,female
nm0935415,Charles Winninger,Acting,1.2670000000000001,female
nm0310980,Janet Gaynor,Acting,0.6,male
nm0404360,Josephine Hutchinson,Acting,1.943,male
nm0172074,Pierre Collings,Writing,1.4,female
nm0792553,Richard Sherman,Writing,1.778,0
nm0331073,Herbert Gorman,Writing,0.6,0
nm0662213,Dorothy Parker,Writing,1.9269999999999998,male
nm0780385,John Seabourne Sr.,Editing,0.6,0
nm0805532,Tod Slaughter,Acting,0.652,female
nm0722310,Stella Rho,Acting,0.6,0
nm0801967,John Singer,Acting,0.98,0
nm0454734,George King,Directing,1.3880000000000001,female
nm0371741,Frederick Hayward,Writing,0.98,0
nm0540763,H.F. Maltby,Acting,1.38,female
nm1108961,George Dibdin-Pitt,Writing,0.6,female
nm0110813,Helen Broderick,Acting,1.4,male
nm0512231,Howard Lindsay,Writing,1.7,female
nm0118552,John Buckler,Acting,0.6,female
nm0401729,Benita Hume,Acting,1.4,male
nm0861703,Richard Thorpe,Directing,1.764,female
nm0268513,John Farrow,Directing,0.9440000000000001,female
nm0795044,Dorothy Short,Acting,1.4,male
nm0185924,Kenneth Craig,Acting,0.6,0
nm0587178,Lillian Miles,Acting,1.411,0
nm0639495,Dave O'Brien,Acting,1.6159999999999999,female
nm0309163,Louis J. Gasnier,Directing,1.4,0
nm0574966,Lawrence Meade,Writing,0.6,0
nm0388554,Arthur Hoerl,Writing,1.148,0
nm0291515,Paul Franklin,Writing,0.6,0
nm0386359,George A. Hirliman,Production,0.6,0
nm0365561,Doane Harrison,Editing,0.98,female
nm0828574,Louis Stevens,Writing,1.4,0
nm0916324,Walter Prescott Webb,Writing,0.6,0
nm0728230,Elisabeth Risdon,Acting,1.4,male
nm0593775,Thomas Mitchell,Acting,1.605,female
nm2314820,Mary McCarthy,Writing,0.997,male
nm0583301,Otto Meyer,Editing,0.6,female
nm0187769,Charles Crichton,Directing,1.4,female
nm0724732,Ralph Richardson,Acting,2.313,female
nm0779540,Margaretta Scott,Acting,0.6,male
nm0088495,Arthur Bliss,Sound,0.6,female
nm0477437,Peter B. Kyne,Writing,2.086,female
nm0467396,Henry Koster,Directing,1.838,female
nm0173532,Adele Comandini,Writing,1.38,male
nm0206010,Isabel Dawn,Writing,1.6230000000000002,0
nm0214668,Boyce DeGaw,Writing,1.38,0
nm0000020,Henry Fonda,Acting,3.445,female
nm0289073,John Fox Jr.,Writing,0.6,female
nm0566752,Horace McCoy,Writing,1.4,female
nm0841214,Lev Sverdlin,Acting,1.4,female
nm0231056,Aleksey Dolinin,Acting,0.6,female
nm0546245,Samad Mardanov,Directing,0.6,0
nm0591748,Klimenti Mints,Writing,1.4,0
nm0028826,Robert Hardy Andrews,Writing,1.932,female
nm0148575,Phyllis Fraser,Acting,1.166,male
nm0446593,Lew Kelly,Acting,1.7080000000000002,female
nm0181825,Douglas Cosgrove,Acting,1.148,female
nm0942611,Mack V. Wright,Directing,0.648,female
nm0688853,Joseph F. Poland,Writing,0.648,0
nm0505921,Nat Levine,Production,0.6,female
nm0633695,William Nobles,Camera,0.6,female
nm0415742,Robert Jahns,Editing,0.6,0
nm0240120,Doris Dudley,Acting,0.6,male
nm0843477,Netta Syrett,Writing,0.6,0
nm0134662,Eddie Cantor,Acting,1.15,female
nm0553149,Tony Martin,Acting,1.4,female
nm0950019,Roland Young,Acting,1.796,female
nm0947386,Jack Yellen,Writing,1.4,female
nm0869999,Gene Towne,Writing,1.646,female
nm0519556,Frederick Lonsdale,Writing,0.6,0
nm0501872,Melchior Lengyel,Writing,1.4,female
nm0575427,Russell G. Medcraft,Writing,0.6,0
nm0408586,Frieda Inescort,Acting,2.112,male
nm0163617,Al Clark,Editing,0.6,female
nm0195422,Alexander D'Arcy,Acting,2.188,0
nm0725017,Arthur Richman,Writing,1.052,female
nm0402554,Marsha Hunt,Acting,1.456,male
nm0666273,John Patterson,Acting,0.648,0
nm0059106,Charles Barton,Directing,1.646,female
nm0340719,Zane Grey,Writing,1.4,female
nm0622435,Jack Natteford,Writing,1.736,0
nm0442105,Charles Kaufman,Writing,1.052,female
nm0946923,Paul Yawitz,Writing,1.768,female
nm0794964,Viola Brothers Shore,Writing,0.6,male
nm2032875,David Garth,Writing,0.6,female
nm0805756,Tess Slesinger,Writing,1.4,male
nm0285199,Bradbury Foote,Writing,0.7759999999999999,0
nm0614278,George Murphy,Acting,1.4169999999999998,female
nm0166974,E. E. Clive,Acting,2.572,female
nm0397397,John Howard,Acting,1.4,female
nm0132682,Louise Campbell,Acting,1.4,male
nm0573937,Herman C. McNeile,Writing,1.166,female
nm0005794,William C. Mellor,Camera,0.6,female
nm0808571,James Smith,Editing,0.6,female
nm0356004,Porter Hall,Acting,1.798,female
nm0003373,James P. Hogan,Directing,0.6,female
nm0790357,William Shea,Editing,0.98,female
nm0222164,Jacques Deval,Writing,0.6,female
nm0385264,James Hilton,Writing,0.98,female
nm0241414,Alexandre Dumas fils,Writing,1.932,female
nm0456017,Rudyard Kipling,Writing,1.4,female
nm0276065,Virginia Field,Acting,2.256,male
nm0128332,Jerome Cady,Writing,1.4,female
nm0006152,Samuel Kaylin,Sound,0.6,0
nm0218490,Katherine DeMille,Acting,1.057,male
nm0601733,Pauline Moore,Acting,0.7659999999999999,male
nm0485226,Allan Lane,Acting,1.837,female
nm0121228,Paul Burger,Writing,0.6,0
nm0111297,J. Edward Bromberg,Acting,1.195,female
nm0037734,Art Arthur,Writing,1.4,0
nm0116953,Jane Bryan,Acting,1.4,male
nm0254690,Hans Rameau,Writing,0.888,female
nm0258493,Julius J. Epstein,Writing,1.3880000000000001,female
nm0550701,Alan Marshal,Acting,2.26,female
nm0309117,Waclaw Gasiorowski,Writing,0.6,0
nm0000021,Joan Fontaine,Acting,2.597,male
nm0937289,P. G. Wodehouse,Writing,0.6,0
nm0656039,Ernest Pagano,Writing,1.052,female
nm0891998,Conrad Veidt,Acting,1.423,female
nm0000046,Vivien Leigh,Acting,2.475,male
nm0306978,Joan Gardner,Acting,1.094,male
nm0767701,Victor Saville,Directing,1.0759999999999998,female
nm0005941,Richard Addinsell,Sound,0.6,female
nm0685265,Robert Pirosh,Writing,1.4,female
nm0780833,George Seaton,Writing,1.7080000000000002,female
nm0057412,Wendy Barrie,Acting,1.4,male
nm0455549,Sidney Kingsley,Writing,0.6,0
nm0185170,Morgan Cox,Writing,1.4,female
nm0126049,Ralph Byrd,Acting,0.611,female
nm0400728,Kay Hughes,Acting,1.138,0
nm0122470,Smiley Burnette,Acting,1.646,0
nm0885628,Lee Van Atta,Acting,0.6,female
nm0416258,Alan James,Directing,1.646,0
nm0332333,Chester Gould,Writing,0.6,0
nm0794088,Barry Shipman,Writing,1.4,female
nm0588003,Winston Miller,Writing,1.669,female
nm0723422,Florence Rice,Acting,2.667,male
nm0911518,Edward Ward,Sound,0.6,female
nm0016422,Luis Alberni,Acting,1.4,female
nm0143837,Vera Caspary,Writing,1.4,female
nm0532277,Niall MacGinnis,Acting,1.4,female
nm0160779,Belle Chrystall,Acting,1.4,male
nm0491406,John Laurie,Acting,0.747,female
nm0077541,Eric Berry,Acting,1.094,female
nm0003836,Michael Powell,Directing,1.4,female
nm0734169,Joe Rock,Production,1.4,female
nm0002627,Monty Berman,Production,0.6,female
nm0446877,Skeets Kelly,Camera,0.0,0
nm0658254,Ernest Palmer,Camera,1.38,female
nm0754942,Sabu,Acting,2.086,female
nm0391373,W.E. Holloway,Acting,0.6,female
nm0399648,Walter Hudd,Acting,0.6940000000000001,female
nm0420011,Allan Jeayes,Acting,0.69,female
nm0466113,Zoltan Korda,Directing,1.22,female
nm0866183,Ákos Tolnay,Writing,0.6,female
nm0325785,Harold Goldman,Writing,0.748,0
nm0388743,Monckton Hoffe,Writing,0.996,0
nm0446763,Patsy Kelly,Acting,1.315,male
nm0727109,Lawrence Riley,Writing,0.6,0
nm0555674,Samuel Marx,Writing,1.4,female
nm0001682,Mickey Rooney,Acting,2.628,female
nm0124947,Hugo Butler,Writing,1.38,female
nm0887858,Kay Van Riper,Writing,1.018,male
nm0733460,Flora Robson,Acting,3.6039999999999996,male
nm0556571,A.E.W. Mason,Writing,0.6,female
nm0634402,Sergei Nolbandov,Writing,0.98,0
nm0509073,Renée Lichtig,Editing,0.6,male
nm0006158,Joseph Kosma,Sound,0.652,female
nm0559300,Christian Matras,Camera,0.6,female
nm0178259,Melville Cooper,Acting,0.6940000000000001,female
nm0006037,Adolph Deutsch,Sound,1.4,female
nm0419279,Sybil Jason,Acting,1.4,male
nm0005844,Günther Rittau,Camera,1.286,female
nm0050249,Mireille Balin,Acting,0.6,0
nm0262004,Pierre Etchepare,Acting,0.6,0
nm0693814,Henri Poupon,Acting,1.4,female
nm0344927,Jean Grémillon,Directing,1.588,female
nm0079532,André Beucler,Writing,0.6,0
nm0687402,Raoul Ploquin,Production,0.6,0
nm0005981,Lothar Brühne,Sound,0.6,0
nm0573865,Allen McNeil,Editing,0.6,0
nm0819983,Johanna Spyri,Writing,0.98,male
nm0485537,Rosemary Lane,Acting,1.5930000000000002,male
nm0907003,Jerry Wald,Production,1.228,female
nm0502424,Maurice Leo,Writing,0.98,0
nm0483787,Dorothy Lamour,Acting,1.4,male
nm0549132,J. Peverell Marley,Camera,1.4,female
nm0000747,Don Ameche,Acting,1.24,female
nm0360122,Maurice Hanline,Writing,0.6,0
nm0606998,Wayne Morris,Acting,1.4,female
nm1383748,Francis Wallace,Writing,0.618,0
nm0054787,Geoffrey Barkas,Directing,0.6,female
nm0389580,Michael Hogan,Writing,1.495,female
nm0888479,Irene Vanbrugh,Acting,0.6,male
nm0518239,Herbert Lomas,Acting,1.094,female
nm0833117,Rose Stradner,Acting,1.4,0
nm0524995,Edward Ludwig,Directing,2.207,female
nm0308604,Robert Carson,Writing,1.052,female
nm0814216,Gale Sondergaard,Acting,1.187,male
nm0706993,Norman Reilly Raine,Writing,1.4,female
nm0378431,Heinz Herald,Writing,0.6,0
nm0378773,Geza Herczeg,Writing,0.6,0
nm0430763,Matthew Josephson,Writing,0.6,0
nm0943553,Jane Wyatt,Acting,2.68,male
nm0006323,Dimitri Tiomkin,Sound,1.5659999999999998,female
nm0047810,Fay Bainter,Acting,2.948,male
nm0492854,Josephine Lawrence,Writing,0.6,0
nm0495270,Nolan Leary,Acting,1.214,0
nm0402683,Otto Hunte,Art,0.6,0
nm0002161,Hans Albers,Acting,1.554,female
nm0004464,Heinz Rühmann,Acting,1.435,female
nm0165261,Marieluise Claudius,Acting,1.632,male
nm0461395,Hansi Knoteck,Acting,1.646,male
nm0366781,Karl Hartl,Directing,1.4,0
nm0340442,Alfred Greven,Production,0.6,0
nm0813967,Hans Sommer,Sound,0.6,0
nm0744035,Robert Rossen,Writing,1.4,female
nm0082884,Herman Bing,Acting,1.6159999999999999,female
nm0486538,Noel Langley,Writing,1.025,female
nm0437717,Garson Kanin,Writing,2.065,female
nm0565609,John McClain,Writing,0.6,female
nm0401478,Warren Hull,Acting,1.4,female
nm0062667,Alan Baxter,Acting,3.367,female
nm0876811,Tristram Tupper,Writing,1.052,0
nm0595654,Jack Moffitt,Writing,0.6,female
nm0682499,William A. Pierce,Writing,0.98,0
nm0869428,Merle Tottenham,Acting,1.0490000000000002,male
nm0365692,Kathleen Harrison,Acting,1.4,male
nm0926599,May Whitty,Acting,2.537,male
nm0886668,John Van Druten,Writing,1.4,female
nm0442875,Chôjûrô Kawarasaki,Acting,0.9940000000000001,female
nm0620130,Kan'emon Nakamura,Acting,1.1159999999999999,0
nm1151283,Masanobu Takeyama,Production,0.6,0
nm0652687,Tadashi Ota,Sound,0.98,0
nm0590832,Akira Mimura,Camera,0.6,female
nm0834077,James H. Street,Writing,0.6,female
nm0005674,Arthur Crabtree,Directing,0.6,0
nm0370547,Will Hay,Acting,0.996,female
nm0550195,Moore Marriott,Acting,1.081,female
nm0595598,Graham Moffatt,Acting,1.052,female
nm0490950,Frank Launder,Writing,0.652,female
nm0651357,J.O.C. Orton,Writing,1.4,female
nm0346436,Val Guest,Directing,1.075,female
nm0249218,Marriott Edgar,Writing,0.6,female
nm0688717,Samuel Pokrass,Writing,0.6,0
nm0000927,Irving Berlin,Writing,1.385,female
nm0155864,Eddie Cherkose,Acting,0.6,0
nm0884252,Joseph A. Valentine,Camera,0.6,female
nm0002052,Deanna Durbin,Acting,1.09,male
nm0831439,Leopold Stokowski,Acting,1.082,female
nm0543243,Bruce Manning,Writing,0.84,female
nm0611813,James Mulhauser,Writing,0.98,0
nm0238890,Camille du Locle,Writing,1.4,female
nm0590027,Hugh Mills,Writing,1.22,0
nm0878494,Mark Twain,Writing,1.286,female
nm0393949,Anthony Hope,Writing,1.38,female
nm0741358,Edward E. Rose,Writing,0.6,0
nm0947910,Mohamed Ygerbuchen,Sound,0.6,female
nm0264692,Saturnin Fabre,Acting,1.4,female
nm0176008,Jacques Constant,Writing,0.6,0
nm0419986,Henri Jeanson,Writing,1.4,female
nm0002202,Roy Webb,Sound,1.5659999999999998,female
nm0870052,Jack Townley,Writing,1.166,0
nm0167767,Humphrey Cobb,Writing,0.98,0
nm0800386,Simone Simon,Acting,1.4,male
nm0834944,Austin Strong,Writing,0.98,0
nm0118214,Harold Buchman,Writing,1.73,female
nm0517216,Lee Loeb,Writing,1.4,female
nm0361675,Kenkichi Hara,Directing,0.6,female
nm0475732,Sumiko Kurishima,Acting,0.84,male
nm0762966,Shûji Sano,Acting,2.58,female
nm0040916,Yûharu Atsuta,Camera,0.98,female
nm0939454,Arthur Wontner,Acting,1.4,0
nm0362361,Lyn Harding,Acting,1.4,0
nm0877325,John Turnbull,Acting,0.6,female
nm0534274,Arthur Macrae,Acting,1.4,female
nm0789313,Ben Sharpsteen,Visual Effects,0.6,female
nm0143314,Adriana Caselotti,Acting,1.099,male
nm0830968,Harry Stockwell,Acting,1.018,female
nm0479164,Lucille La Verne,Acting,0.764,male
nm0041165,Roy Atwell,Acting,1.4,female
nm0183183,William Cottrell,Writing,1.052,0
nm0359457,David Hand,Directing,2.085,female
nm0414144,Wilfred Jackson,Directing,1.722,female
nm0604392,Larry Morey,Writing,0.6,0
nm0668998,Perce Pearce,Production,1.127,0
nm0205886,Evelyn Daw,Acting,0.98,0
nm0006276,Victor Schertzinger,Directing,2.136,female
nm0616893,Zion Myers,Directing,1.4,female
nm0504346,Ted Lesser,Writing,0.6,0
nm0958532,Adolph Zukor,Production,1.051,female
nm0210945,Prudencio de Pereda,Writing,0.6,0
nm0044140,Manuel Azaña,Acting,0.6,0
nm0246619,José Díaz,Acting,0.6,0
nm1199615,Enrique Lister,Acting,0.6,0
nm0412235,Joris Ivens,Directing,1.094,female
nm0533831,Archibald Macleish,Writing,0.732,0
nm0522635,Otho Lovering,Editing,1.128,female
nm0610253,Alan Mowbray,Acting,2.887,female
nm0641966,Barbara O'Neil,Acting,1.4,male
nm0698989,Olive Higgins Prouty,Writing,0.98,0
nm0001322,Rex Harrison,Acting,2.572,female
nm0662116,Cecil Parker,Acting,1.5930000000000002,female
nm0021329,Sara Allgood,Acting,0.6920000000000001,male
nm0198202,Ian Dalrymple,Editing,0.6,female
nm0290863,Bruno Frank,Writing,0.6,0
nm0108833,James Bridie,Writing,0.648,female
nm0119964,Donald Bull,Writing,0.608,female
nm0228863,Jean Dixon,Acting,2.076,male
nm0915047,George Manker Watters,Writing,1.4,0
nm0394109,Arthur Hopkins,Writing,0.6,female
nm0292810,Pauline Frederick,Acting,1.535,male
